10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
5260,"","","d","","","      Ⅰ",18705,17597,1108,6.2965278172,3.20,5845.3
5261,"","","d","","","      Ⅱ",12714,13201,-487,-3.6891144610,3.01,4223.9
5262,"","","d","","","      Ⅲ",9140,9126,14,0.1534078457,1.06,8622.6
5263,"","15102","d","","","新潟市 東区　人口集中地区",129306,131132,-1826,-1.3924900101,25.81,5009.9
5264,"","15103","d","","","新潟市 中央区　人口集中地区",179371,177957,1414,0.7945739701,30.40,5900.4
5265,"","15104","d","","","新潟市 江南区　人口集中地区",29542,26827,2715,10.1204010885,4.47,6608.9
5266,"","15105","d","","","新潟市 秋葉区　人口集中地区",47388,43775,3613,8.2535693889,10.15,4668.8
5267,"","","d","","","      Ⅰ",34549,33965,584,1.7194170470,7.93,4356.7
5268,"","","d","","","      Ⅱ",12839,9810,3029,30.8766564730,2.22,5783.3
5269,"","15106","d","","","新潟市 南区　人口集中地区",7949,8351,-402,-4.8137947551,2.00,3974.5
5270,"","15107","d","","","新潟市 西区　人口集中地区",131602,133006,-1404,-1.0555914771,19.30,6818.8
5271,"","15108","d","","","新潟市 西蒲区　人口集中地区",17612,18061,-449,-2.4860196002,4.05,4348.6
5272,"","","d","","","      Ⅰ",12264,12363,-99,-0.8007765106,2.61,4698.9
5273,"","","d","","","      Ⅱ",5348,5698,-350,-6.1425061425,1.43,3739.9
5274,"","15202","d","","","長岡市　人口集中地区",133277,130053,3224,2.4789893351,25.93,5139.9
5275,"","","d","","","      Ⅰ",92847,94361,-1514,-1.6044764256,17.39,5339.1
5276,"","","d","","","      Ⅱ",18556,17742,814,4.5879833164,3.04,6103.9
5277,"","","d","","","      Ⅲ",10351,10276,75,0.7298559751,2.41,4295.0
5278,"","","d","","","      Ⅳ",6381,7674,-1293,-16.8491008600,2.00,3190.5
5279,"","","d","","","      Ⅴ",5142,-,5142,-,1.09,4717.4
5280,"","15204","d","","","三条市　人口集中地区",52083,51774,309,0.5968246610,10.99,4739.1
5281,"","15205","d","","","柏崎市　人口集中地区",40176,40199,-23,-0.0572153536,10.62,3783.1
5282,"","15206","d","","","新発田市　人口集中地区",48241,48629,-388,-0.7978778095,9.49,5083.4
5283,"","15208","d","","","小千谷市　人口集中地区",13342,14097,-755,-5.3557494502,3.25,4105.2
5284,"","15209","d","","","加茂市　人口集中地区",18848,19960,-1112,-5.5711422846,4.31,4373.1
5285,"","15210","d","","","十日町市　人口集中地区",16991,17154,-163,-0.9502156931,4.12,4124.0
5286,"","15211","d","","","見附市　人口集中地区",25958,25233,725,2.8732215749,5.22,4972.8
5287,"","","d","","","      Ⅰ",19732,18830,902,4.7902283590,4.01,4920.7
5288,"","","d","","","      Ⅱ",6226,6403,-177,-2.7643292207,1.21,5145.5
5289,"","15212","d","","","村上市　人口集中地区",17178,18179,-1001,-5.5063534848,4.08,4210.3
5290,"","15213","d","","","燕市　人口集中地区",32475,34082,-1607,-4.7150988792,8.27,3926.8
5291,"","","d","","","      Ⅰ",14408,15271,-863,-5.6512343658,3.66,3936.6
5292,"","","d","","","      Ⅱ",11998,12574,-576,-4.5808811834,3.10,3870.3
5293,"","","d","","","      Ⅲ",6069,6237,-168,-2.6936026936,1.50,4046.0
5294,"","15216","d","","","糸魚川市　人口集中地区",19429,19581,-152,-0.7762627036,6.10,3185.1
5295,"","","d","","","      Ⅰ",13134,12837,297,2.3136246787,2.98,4407.4
5296,"","","d","","","      Ⅱ",6295,6744,-449,-6.6577698695,3.13,2011.2
5297,"","15217","d","","","妙高市　人口集中地区",8922,8993,-71,-0.7895029467,2.81,3175.1
5298,"","15218","d","","","五泉市　人口集中地区",23020,23762,-742,-3.1226327750,5.62,4096.1
5299,"","","d","","","      Ⅰ",15475,15833,-358,-2.2611002337,3.59,4310.6
5300,"","","d","","","      Ⅱ",7545,7929,-384,-4.8429814605,2.03,3716.7
5301,"","15222","d","","","上越市　人口集中地区",83675,82634,1041,1.2597720067,22.94,3647.6
5302,"","","d","","","      Ⅰ",44806,45805,-999,-2.1809846087,10.95,4091.9
5303,"","","d","","","      Ⅱ",38869,36829,2040,5.5391131988,11.99,3241.8
5304,"","15223","d","","","阿賀野市　人口集中地区",12394,12662,-268,-2.1165692624,3.02,4104.0
5305,"","15225","d","","","魚沼市　人口集中地区",5051,5673,-622,-10.9642164640,1.27,3977.2
5306,"","15226","d","","","南魚沼市　人口集中地区",6990,7001,-11,-0.1571204114,1.73,4040.5
5307,"","16000","d","","","富山県　人口集中地区",405210,397760,7450,1.8729887369,104.88,3863.6
5308,"","16001","d","","","富山県 市部　人口集中地区",400187,392317,7870,2.0060308373,103.39,3870.7
5309,"","16002","d","","","富山県 郡部　人口集中地区",5023,5443,-420,-7.7163329046,1.49,3371.1
5310,"","16201","d","","","富山市　人口集中地区",223250,218679,4571,2.0902784447,55.56,4018.2
5311,"","","d","","","      Ⅰ",197359,193766,3593,1.8542984837,48.81,4043.4
5312,"","","d","","","      Ⅱ",10956,10806,150,1.3881177124,2.64,4150.0
5313,"","","d","","","      Ⅲ",7815,6829,986,14.4384243667,2.31,3383.1
5314,"","","d","","","      Ⅳ",7120,7278,-158,-2.1709260786,1.80,3955.6
5315,"","16202","d","","","高岡市　人口集中地区",87615,89572,-1957,-2.1848345465,23.41,3742.6
5316,"","","d","","","      Ⅰ",78271,75668,2603,3.4400274885,20.32,3851.9
5317,"","","d","","","      Ⅱ",9344,13904,-4560,-32.7963176064,3.09,3023.9
5318,"","16204","d","","","魚津市　人口集中地区",15344,16460,-1116,-6.7800729040,4.27,3593.4
5319,"","16205","d","","","氷見市　人口集中地区",11708,13161,-1453,-11.0401945141,3.12,3752.6
5320,"","16206","d","","","滑川市　人口集中地区",7465,7874,-409,-5.1943103886,2.11,3537.9
5321,"","16207","d","","","黒部市　人口集中地区",5169,5410,-241,-4.4547134935,1.82,2840.1
5322,"","16209","d","","","小矢部市　人口集中地区",7109,7625,-516,-6.7672131148,1.78,3993.8
5323,"","16211","d","","","射水市　人口集中地区",42527,33536,8991,26.8099952290,11.33,3753.5
5324,"","","d","","","      Ⅰ",19452,19159,293,1.5293073751,4.58,4247.2
5325,"","","d","","","      Ⅱ",12908,14377,-1469,-10.2177088405,3.88,3326.8
5326,"","","d","","","      Ⅲ",10167,-,10167,-,2.87,3542.5
5327,"","16342","d","","","入善町　人口集中地区",5023,-,5023,-,1.49,3371.1
5328,"","17000","d","","","石川県　人口集中地区",585606,572791,12815,2.2372907396,106.91,5477.6
5329,"","17001","d","","","石川県 市部　人口集中地区",507845,499344,8501,1.7024335929,93.70,5419.9
5330,"","17002","d","","","石川県 郡部　人口集中地区",77761,73447,4314,5.8736231568,13.21,5886.5
5331,"","17201","d","","","金沢市　人口集中地区",377419,366532,10887,2.9702727183,61.01,6186.2
5332,"","","d","","","      Ⅰ",363878,352446,11432,3.2436174620,58.50,6220.1
5333,"","","d","","","      Ⅱ",7592,7886,-294,-3.7281257925,1.05,7230.5
5334,"","","d","","","      Ⅲ",5949,6200,-251,-4.0483870968,1.47,4046.9
5335,"","17202","d","","","七尾市　人口集中地区",12143,13559,-1416,-10.4432480271,3.50,3469.4
5336,"","17203","d","","","小松市　人口集中地区",34162,33026,1136,3.4397141646,8.73,3913.2
5337,"","","d","","","      Ⅰ",25815,25456,359,1.4102765556,6.03,4281.1
5338,"","","d","","","      Ⅱ",8347,7570,777,10.2642007926,2.70,3091.5
5339,"","17204","d","","","輪島市　人口集中地区",9402,10218,-816,-7.9859072225,2.25,4178.7
5340,"","17206","d","","","加賀市　人口集中地区",21272,22984,-1712,-7.4486599373,5.36,3968.7
5341,"","","d","","","      Ⅰ",8164,8342,-178,-2.1337808679,1.88,4342.6
5342,"","","d","","","      Ⅱ",8022,9128,-1106,-12.1165644172,2.28,3518.4
5343,"","","d","","","      Ⅲ",5086,5514,-428,-7.7620602104,1.21,4203.3
5344,"","17207","d","","","羽咋市　人口集中地区",6670,7624,-954,-12.5131164743,2.10,3176.2
5345,"","17210","d","","","白山市　人口集中地区",39421,37970,1451,3.8214379774,8.76,4500.1
5346,"","","d","","","      Ⅰ",25789,24732,1057,4.2738153000,5.14,5017.3
5347,"","","d","","","      Ⅱ",6925,6596,329,4.9878714372,1.14,6074.6
5348,"","","d","","","      Ⅲ",6707,6642,65,0.9786208973,2.49,2693.6
5349,"","17211","d","","","能美市　人口集中地区",7356,7431,-75,-1.0092854259,1.98,3715.2
5350,"","17344","d","","","野々市町　人口集中地区",39757,36432,3325,9.1265920070,6.22,6391.8
5351,"","17361","d","","","津幡町　人口集中地区",15072,13670,1402,10.2560351134,3.27,4609.2
5352,"","17365","d","","","内灘町　人口集中地区",22932,23345,-413,-1.7691154423,3.72,6164.5
5353,"","18000","d","","","福井県　人口集中地区",337380,333271,4109,1.2329305580,78.32,4307.7
5354,"","18001","d","","","福井県 市部　人口集中地区",331605,327694,3911,1.1934914890,76.92,4311.0
5355,"","18002","d","","","福井県 郡部　人口集中地区",5775,5577,198,3.5502958580,1.40,4125.0
5356,"","18201","d","","","福井市　人口集中地区",167518,162773,4745,2.9151026276,33.08,5064.0
5357,"","18202","d","","","敦賀市　人口集中地区",46164,44729,1435,3.2082094391,12.12,3808.9
5358,"","18204","d","","","小浜市　人口集中地区",10769,11281,-512,-4.5386047336,3.05,3530.8
5359,"","18205","d","","","大野市　人口集中地区",14320,15662,-1342,-8.5685097689,3.77,3798.4
5360,"","18206","d","","","勝山市　人口集中地区",10608,11271,-663,-5.8823529412,2.99,3547.8
5361,"","18207","d","","","鯖江市　人口集中地区",24189,23586,603,2.5566013737,7.60,3182.8
5362,"","","d","","","      Ⅰ",12869,12216,653,5.3454485920,4.19,3071.4
5363,"","","d","","","      Ⅱ",11320,11370,-50,-0.4397537379,3.41,3319.6
5364,"","18208","d","","","あわら市　人口集中地区",5038,5006,32,0.6392329205,1.35,3731.9
5365,"","18209","d","","","越前市　人口集中地区",26897,26786,111,0.4143955798,6.72,4002.5
5366,"","18210","d","","","坂井市　人口集中地区",26102,26600,-498,-1.8721804511,6.23,4189.7
5367,"","","d","","","      Ⅰ",9366,9977,-611,-6.1240853964,2.80,3345.0
5368,"","","d","","","      Ⅱ",8440,8509,-69,-0.8109060994,1.62,5209.9
5369,"","","d","","","      Ⅲ",8296,8114,182,2.2430367266,1.81,4583.4
5370,"","18322","d","","","永平寺町　人口集中地区",5775,5577,198,3.5502958580,1.40,4125.0
5371,"","19000","d","","","山梨県　人口集中地区",281219,304581,-23362,-7.6702092383,60.25,4667.5
5372,"","19001","d","","","山梨県 市部　人口集中地区",276051,299186,-23135,-7.7326479180,58.75,4698.7
5373,"","19002","d","","","山梨県 郡部　人口集中地区",5168,5395,-227,-4.2075996293,1.50,3445.3
5374,"","19201","d","","","甲府市　人口集中地区",161234,164806,-3572,-2.1673968181,32.34,4985.6
5375,"","19202","d","","","富士吉田市　人口集中地区",25899,32280,-6381,-19.7676579926,6.57,3942.0
5376,"","19204","d","","","都留市　人口集中地区",8685,9267,-582,-6.2803496277,1.93,4500.0
5377,"","19205","d","","","山梨市　人口集中地区",6164,6651,-487,-7.3222071869,1.99,3097.5
5378,"","19210","d","","","甲斐市　人口集中地区",52009,52140,-131,-0.2512466437,11.00,4728.1
5379,"","","d","","","      Ⅰ",35693,36526,-833,-2.2805672672,7.59,4702.6
5380,"","","d","","","      Ⅱ",16316,15614,702,4.4959651595,3.41,4784.8
5381,"","19212","d","","","上野原市　人口集中地区",8667,9423,-756,-8.0229226361,1.89,4585.7
5382,"","19213","d","","","甲州市　人口集中地区",5214,6267,-1053,-16.8022977501,1.47,3546.9
5383,"","19214","d","","","中央市　人口集中地区",8179,8200,-21,-0.2560975610,1.57,5209.6
5384,"","19368","d","","","富士川町　人口集中地区",5168,5395,-227,-4.2075996293,1.50,3445.3
5385,"","20000","d","","","長野県　人口集中地区",748572,764004,-15432,-2.0198847126,176.37,4244.3
5386,"","20001","d","","","長野県 市部　人口集中地区",724192,733014,-8822,-1.2035240800,170.14,4256.4
5387,"","20002","d","","","長野県 郡部　人口集中地区",24380,30990,-6610,-21.3294611165,6.23,3913.3
5388,"","20201","d","","","長野市　人口集中地区",253351,250958,2393,0.9535460117,48.43,5231.3
5389,"","","d","","","      Ⅰ",193887,194628,-741,-0.3807263087,36.33,5336.8
5390,"","","d","","","      Ⅱ",28579,27609,970,3.5133470970,5.74,4978.9
5391,"","","d","","","      Ⅲ",24472,22217,2255,10.1498852230,4.34,5638.7
5392,"","","d","","","      Ⅳ",6413,6504,-91,-1.3991389914,2.02,3174.8
5393,"","20202","d","","","松本市　人口集中地区",145146,143409,1737,1.2112210531,31.22,4649.1
5394,"","","d","","","      Ⅰ",136956,135019,1937,1.4346129063,29.92,4577.4
5395,"","","d","","","      Ⅱ",8190,8390,-200,-2.3837902265,1.30,6300.0
5396,"","20203","d","","","上田市　人口集中地区",52481,54041,-1560,-2.8866971374,14.63,3587.2
5397,"","","d","","","      Ⅰ",40186,41432,-1246,-3.0073373238,11.14,3607.4
5398,"","","d","","","      Ⅱ",6977,6716,261,3.8862418106,1.42,4913.4
5399,"","","d","","","      Ⅲ",5318,5893,-575,-9.7573392160,2.08,2556.7
5400,"","20204","d","","","岡谷市　人口集中地区",43677,46082,-2405,-5.2189575105,11.30,3865.2
5401,"","20205","d","","","飯田市　人口集中地区",34695,36512,-1817,-4.9764460999,9.53,3640.6
5402,"","20206","d","","","諏訪市　人口集中地区",16637,17742,-1105,-6.2281591703,4.24,3923.8
5403,"","20207","d","","","須坂市　人口集中地区",23125,23014,111,0.4823151125,5.61,4122.1
5404,"","20208","d","","","小諸市　人口集中地区",8767,12263,-3496,-28.5085215689,2.98,2941.9
5405,"","20209","d","","","伊那市　人口集中地区",11680,12502,-822,-6.5749480083,4.46,2618.8
5406,"","20210","d","","","駒ヶ根市　人口集中地区",7356,8019,-663,-8.2678638234,2.12,3469.8
5407,"","20211","d","","","中野市　人口集中地区",12683,12915,-232,-1.7963608208,3.13,4052.1
5408,"","20212","d","","","大町市　人口集中地区",6730,7535,-805,-10.6834771068,2.52,2670.6
5409,"","20213","d","","","飯山市　人口集中地区",5182,5436,-254,-4.6725533481,1.48,3501.4
5410,"","20214","d","","","茅野市　人口集中地区",12262,12507,-245,-1.9589030143,4.04,3035.1
5411,"","20215","d","","","塩尻市　人口集中地区",35344,34086,1258,3.6906647891,8.25,4284.1
5412,"","","d","","","      Ⅰ",19835,19441,394,2.0266447199,4.90,4048.0
5413,"","","d","","","      Ⅱ",15509,14645,864,5.8996244452,3.34,4643.4
5414,"","20217","d","","","佐久市　人口集中地区",20340,20504,-164,-0.7998439329,6.13,3318.1
5415,"","","d","","","      Ⅰ",11970,12267,-297,-2.4211298606,3.75,3192.0
5416,"","","d","","","      Ⅱ",8370,8237,133,1.6146655336,2.38,3516.8
5417,"","20218","d","","","千曲市　人口集中地区",20529,21037,-508,-2.4147929838,6.04,3398.8
5418,"","","d","","","      Ⅰ",7144,7029,115,1.6360791009,1.92,3720.8
5419,"","","d","","","      Ⅱ",7003,7359,-356,-4.8376138062,2.48,2823.8
5420,"","","d","","","      Ⅲ",6382,6649,-267,-4.0156414498,1.64,3891.5
5421,"","20219","d","","","東御市　人口集中地区",5373,5780,-407,-7.0415224913,1.66,3236.7
5422,"","20220","d","","","安曇野市　人口集中地区",8834,8672,162,1.8680811808,2.38,3711.8
5423,"","20361","d","","","下諏訪町　人口集中地区",18391,19392,-1001,-5.1619224422,4.48,4105.1
5424,"","20383","d","","","箕輪町　人口集中地区",5989,6481,-492,-7.5914210770,1.75,3422.3
5425,"","21000","d","","","岐阜県　人口集中地区",808407,821851,-13444,-1.6358196315,178.73,4523.1
5426,"","21001","d","","","岐阜県 市部　人口集中地区",743328,754655,-11327,-1.5009507656,160.89,4620.1
5427,"","21002","d","","","岐阜県 郡部　人口集中地区",65079,67196,-2117,-3.1504851479,17.83,3650.0
5428,"","21201","d","","","岐阜市　人口集中地区",291254,291805,-551,-0.1888247288,55.01,5294.6
5429,"","","d","","","      Ⅰ",252958,254433,-1475,-0.5797203979,47.73,5299.8
5430,"","","d","","","      Ⅱ",11879,11988,-109,-0.9092425759,2.07,5738.6
5431,"","","d","","","      Ⅲ",10114,10052,62,0.6167926781,2.31,4378.4
5432,"","","d","","","      Ⅳ",9211,9867,-656,-6.6484240397,1.35,6823.0
5433,"","","d","","","      Ⅴ",7092,5465,1627,29.7712717292,1.54,4605.2
5434,"","21202","d","","","大垣市　人口集中地区",92961,92923,38,0.0408940736,21.05,4416.2
5435,"","21203","d","","","高山市　人口集中地区",39025,41042,-2017,-4.9144778520,8.13,4800.1
5436,"","21204","d","","","多治見市　人口集中地区",60837,61988,-1151,-1.8568109957,14.02,4339.3
5437,"","","d","","","      Ⅰ",47789,49323,-1534,-3.1101109016,12.34,3872.7
5438,"","","d","","","      Ⅱ",6850,7469,-619,-8.2875887000,0.94,7287.2
5439,"","","d","","","      Ⅲ",6198,5196,1002,19.2840646651,0.75,8264.0
5440,"","21205","d","","","関市　人口集中地区",26544,26707,-163,-0.6103268806,5.65,4698.1
5441,"","21206","d","","","中津川市　人口集中地区",8000,8231,-231,-2.8064633702,2.67,2996.3
5442,"","21207","d","","","美濃市　人口集中地区",5354,5646,-292,-5.1718030464,1.31,4087.0
5443,"","21208","d","","","瑞浪市　人口集中地区",7741,7572,169,2.2319070259,1.94,3990.2
5444,"","21209","d","","","羽島市　人口集中地区",22757,20526,2231,10.8691415765,5.22,4359.6
5445,"","21210","d","","","恵那市　人口集中地区",5969,5893,76,1.2896657051,1.67,3574.3
